0 1 0 0
0.01 0.997501 -0.499583 2.49896e-06
0.02 0.990017 -0.99667 9.98334e-06
0.03 0.977584 -1.48877 2.24157e-05
0.04 0.960266 -1.97344 3.9734e-05
0.05 0.938148 -2.44824 6.18516e-05
0.06 0.911342 -2.91081 8.8658e-05
0.07 0.879981 -3.35882 0.000120019
0.08 0.844221 -3.79005 0.000155779
0.09 0.804243 -4.20234 0.000195757
0.1 0.760245 -4.59363 0.000239755
0.11 0.712447 -4.96195 0.000287553
0.12 0.661088 -5.30548 0.000338912
0.13 0.606426 -5.62249 0.000393574
0.14 0.548732 -5.9114 0.000451268
0.15 0.488296 -6.17076 0.000511704
0.16 0.42542 -6.39929 0.00057458
0.17 0.360417 -6.59583 0.000639583
0.18 0.293613 -6.75941 0.000706387
0.19 0.225342 -6.8892 0.000774658
0.2 0.155944 -6.98456 0.000844056
0.21 0.0857669 -7.04501 0.000914233
0.22 0.0151612 -7.07025 0.000984839
0.23 -0.0555204 -7.06016 0.00105552
0.24 -0.125924 -7.01478 0.00112592
0.25 -0.195699 -6.93434 0.0011957
0.26 -0.264496 -6.81924 0.0012645
0.27 -0.33197 -6.67007 0.00133197
0.28 -0.397786 -6.48755 0.00139779
0.29 -0.461613 -6.27261 0.00146161
0.3 -0.523134 -6.02632 0.00152313
0.31 -0.582039 -5.74991 0.00158204
0.32 -0.638036 -5.44477 0.00163804
0.33 -0.690844 -5.11241 0.00169084
0.34 -0.740199 -4.7545 0.0017402
0.35 -0.785855 -4.37283 0.00178585
0.36 -0.827583 -3.9693 0.00182758
0.37 -0.865174 -3.54593 0.00186517
0.38 -0.898442 -3.10485 0.00189844
0.39 -0.92722 -2.64824 0.00192722
0.4 -0.951363 -2.1784 0.00195136
0.41 -0.970751 -1.69767 0.00197075
0.42 -0.985288 -1.20846 0.00198529
0.43 -0.9949 -0.713204 0.0019949
0.44 -0.99954 -0.214386 0.00199954
0.45 -0.999185 0.285503 0.00199918
0.46 -0.993835 0.783965 0.00199383
0.47 -0.983518 1.27851 0.00198352
0.48 -0.968286 1.76666 0.00196829
0.49 -0.948214 2.24599 0.00194821
0.5 -0.923404 2.71409 0.0019234
0.51 -0.893978 3.16862 0.00189398
0.52 -0.860084 3.60732 0.00186008
0.53 -0.821892 4.02799 0.00182189
0.54 -0.779591 4.42853 0.00177959
0.55 -0.733395 4.80693 0.00173339
0.56 -0.683533 5.16131 0.00168353
0.57 -0.630255 5.4899 0.00163025
0.58 -0.573826 5.79104 0.00157383
0.59 -0.51453 6.06324 0.00151453
0.6 -0.452663 6.30514 0.00145266
0.61 -0.388533 6.51553 0.00138853
0.62 -0.322461 6.69335 0.00132246
0.63 -0.254777 6.83772 0.00125478
0.64 -0.18582 6.94792 0.00118582
0.65 -0.115935 7.02339 0.00111593
0.66 -0.0454695 7.06375 0.00104547
0.67 0.0252228 7.06882 0.000974777
0.68 0.095789 7.03855 0.000904211
0.69 0.165877 6.97311 0.000834123
0.7 0.235135 6.87281 0.000764865
0.71 0.303218 6.73817 0.000696782
0.72 0.369786 6.56985 0.000630214
0.73 0.434506 6.36869 0.000565494
0.74 0.497054 6.1357 0.000502946
0.75 0.557118 5.87205 0.000442882
0.76 0.614397 5.57905 0.000385603
0.77 0.668606 5.25817 0.000331394
0.78 0.719473 4.911 0.000280527
0.79 0.766744 4.53929 0.000233256
0.8 0.810183 4.1449 0.000189817
0.81 0.849573 3.72979 0.000150427
0.82 0.884716 3.29603 0.000115284
0.83 0.915438 2.84581 8.45616e-05
0.84 0.941585 2.38136 5.84149e-05
0.85 0.963026 1.90501 3.69741e-05
0.86 0.979654 1.41913 2.03465e-05
0.87 0.991385 0.92617 8.61508e-06
0.88 0.998161 0.428576 1.83854e-06
0.89 0.999949 -0.0711602 5.07162e-08
0.9 0.996739 -0.57054 3.26056e-06
0.91 0.988548 -1.06707 1.1452e-05
0.92 0.975416 -1.55826 2.45842e-05
0.93 0.957409 -2.04167 4.25913e-05
0.94 0.934616 -2.51488 6.53836e-05
0.95 0.907153 -2.97551 9.28469e-05
0.96 0.875156 -3.42127 0.000124844
0.97 0.838785 -3.84994 0.000161215
0.98 0.798221 -4.25936 0.000201779
0.99 0.753668 -4.64749 0.000246332
1 0.705349 -5.0124 0.000294651
1.01 0.653504 -5.35225 0.000346496
1.02 0.598393 -5.66536 0.000401607
1.03 0.540291 -5.95015 0.000459709
1.04 0.479489 -6.2052 0.000520511
1.05 0.416291 -6.42924 0.000583709
1.06 0.351012 -6.62114 0.000648988
1.07 0.283978 -6.77996 0.000716022
1.08 0.215526 -6.90488 0.000784474
1.09 0.145996 -6.9953 0.000854004
1.1 0.0757361 -7.05076 0.000924264
1.11 0.00509797 -7.07098 0.000994902
1.12 -0.0655656 -7.05585 0.00106557
1.13 -0.135901 -7.00546 0.0011359
1.14 -0.205558 -6.92006 0.00120556
1.15 -0.274187 -6.80008 0.00127419
1.16 -0.341446 -6.6461 0.00134145
1.17 -0.406999 -6.45892 0.001407
1.18 -0.470517 -6.23945 0.00147052
1.19 -0.531684 -5.98879 0.00153168
1.2 -0.590193 -5.7082 0.00159019
1.21 -0.645753 -5.39909 0.00164575
1.22 -0.698085 -5.06299 0.00169808
1.23 -0.746928 -4.70159 0.00174693
1.24 -0.792038 -4.31668 0.00179204
1.25 -0.83319 -3.91021 0.00183319
1.26 -0.870177 -3.48419 0.00187018
1.27 -0.902815 -3.04076 0.00190282
1.28 -0.930942 -2.58213 0.00193094
1.29 -0.954415 -2.11059 0.00195441
1.3 -0.973118 -1.62851 0.00197312
1.31 -0.986958 -1.13828 0.00198696
1.32 -0.995865 -0.642371 0.00199586
