0 1 0 0
0.01 0.997502 -0.499167 2.49792e-06
0.02 0.990033 -0.993366 9.96677e-06
0.03 0.977668 -1.47775 2.23325e-05
0.04 0.960526 -1.94772 3.94737e-05
0.05 0.938776 -2.39901 6.12245e-05
0.06 0.912621 -2.82783 8.73789e-05
0.07 0.882305 -3.23089 0.000117695
0.08 0.848098 -3.60549 0.000151902
0.09 0.810297 -3.94958 0.000189703
0.1 0.769213 -4.26171 0.000230787
0.11 0.725172 -4.54111 0.000274828
0.12 0.678501 -4.78763 0.000321499
0.13 0.629527 -5.00172 0.000370473
0.14 0.578571 -5.18435 0.000421429
0.15 0.52594 -5.33703 0.00047406
0.16 0.471924 -5.46167 0.000528076
0.17 0.416793 -5.56056 0.000583207
0.18 0.36079 -5.6363 0.00063921
0.19 0.304135 -5.69171 0.000695865
0.2 0.247014 -5.72983 0.000752986
0.21 0.189585 -5.7538 0.000810415
0.22 0.131974 -5.76686 0.000868026
0.23 0.0742733 -5.77232 0.000925727
0.24 0.0165421 -5.77349 0.000983458
0.25 -0.0411933 -5.7737 0.00104119
0.26 -0.0989399 -5.7763 0.00109894
0.27 -0.156738 -5.78461 0.00115674
0.28 -0.214662 -5.80199 0.00121466
0.29 -0.27282 -5.83183 0.00127282
0.3 -0.331352 -5.87758 0.00133135
0.31 -0.390436 -5.94283 0.00139044
0.32 -0.450286 -6.0313 0.00145029
0.33 -0.511153 -6.14696 0.00151115
0.34 -0.57333 -6.29406 0.00157333
0.35 -0.637154 -6.4773 0.00163715
0.36 -0.703013 -6.70186 0.00170301
0.37 -0.771349 -6.97361 0.00177135
0.38 -0.842665 -7.29923 0.00184266
0.39 -0.917539 -7.68647 0.00191754
0.4 -0.99663 -8.14437 0.00199663
0.41 -1.0807 -8.68361 0.0020807
0.42 -1.17061 -9.31691 0.00217061
0.43 -1.2674 -10.0595 0.0022674
0.44 -1.37223 -10.93 0.00237223
0.45 -1.4865 -11.9509 0.0024865
0.46 -1.61184 -13.1499 0.00261184
0.47 -1.7502 -14.5617 0.0027502
0.48 -1.90392 -16.2292 0.00290392
0.49 -2.07582 -18.207 0.00307582
0.5 -2.26933 -20.5643 0.00326933
0.51 -2.48866 -23.3905 0.00348866
0.52 -2.73908 -26.8019 0.00373908
0.53 -3.02715 -30.9516 0.00402715
0.54 -3.36124 -36.0441 0.00436124
0.55 -3.75208 -42.3567 0.00475208
0.56 -4.21369 -50.2711 0.00521369
0.57 -4.76459 -60.3224 0.00576459
0.58 -5.42975 -73.2766 0.00642975
0.59 -6.24343 -90.2548 0.00724343
0.6 -7.2537 -112.942 0.0082537
0.61 -8.52971 -143.946 0.00952971
0.62 -10.1738 -187.45 0.0111738
0.63 -12.3427 -250.434 0.0133427
0.64 -15.2864 -345.136 0.0162864
0.65 -19.4232 -494.311 0.0204232
0.66 -25.497 -743.484 0.026497
0.67 -34.9362 -1192.64 0.0359362
0.68 -50.7736 -2090.26 0.0517736
0.69 -80.4095 -4169.47 0.0814095
0.7 -145.999 -10228.5 0.146999
0.71 -340.167 -36773.2 0.341167
0.72 -1405.78 -328741 1.40678
0.73 -39479.1 -7.21821e+07 39.4801
0.74 -4.73241e+09 -1.34372e+16 4.73241e+06
0.75 -6.56225e+29 -1.06155e+49 6.56225e+26
0.76 -2.41463e+110 -4.13365e+180 2.41463e+107
0.77 -inf -inf inf
0.78 -inf -inf inf
0.79 -inf -inf inf
0.8 -inf -inf inf
0.81 -inf -inf inf
0.82 -inf -inf inf
0.83 -inf -inf inf
0.84 -inf -inf inf
0.85 -inf -inf inf
0.86 -inf -inf inf
0.87 -inf -inf inf
0.88 -inf -inf inf
0.89 -inf -inf inf
0.9 -inf -inf inf
0.91 -inf -inf inf
0.92 -inf -inf inf
0.93 -inf -inf inf
0.94 -inf -inf inf
0.95 -inf -inf inf
0.96 -inf -inf inf
0.97 -inf -inf inf
0.98 -inf -inf inf
0.99 -inf -inf inf
1 -inf -inf inf
1.01 -inf -inf inf
1.02 -inf -inf inf
1.03 -inf -inf inf
1.04 -inf -inf inf
1.05 -inf -inf inf
1.06 -inf -inf inf
1.07 -inf -inf inf
1.08 -inf -inf inf
1.09 -inf -inf inf
1.1 -inf -inf inf
1.11 -inf -inf inf
1.12 -inf -inf inf
1.13 -inf -inf inf
1.14 -inf -inf inf
1.15 -inf -inf inf
1.16 -inf -inf inf
1.17 -inf -inf inf
1.18 -inf -inf inf
1.19 -inf -inf inf
1.2 -inf -inf inf
1.21 -inf -inf inf
1.22 -inf -inf inf
1.23 -inf -inf inf
1.24 -inf -inf inf
1.25 -inf -inf inf
1.26 -inf -inf inf
1.27 -inf -inf inf
1.28 -inf -inf inf
1.29 -inf -inf inf
1.3 -inf -inf inf
1.31 -inf -inf inf
1.32 -inf -inf inf
1.33 -inf -inf inf
1.34 -inf -inf inf
1.35 -inf -inf inf
1.36 -inf -inf inf
1.37 -inf -inf inf
1.38 -inf -inf inf
1.39 -inf -inf inf
1.4 -inf -inf inf
1.41 -inf -inf inf
1.42 -inf -inf inf
1.43 -inf -inf inf
1.44 -inf -inf inf
1.45 -inf -inf inf
1.46 -inf -inf inf
1.47 -inf -inf inf
1.48 -inf -inf inf
1.49 -inf -inf inf
1.5 -inf -inf inf
1.51 -inf -inf inf
1.52 -inf -inf inf
1.53 -inf -inf inf
1.54 -inf -inf inf
1.55 -inf -inf inf
1.56 -inf -inf inf
1.57 -inf -inf inf
1.58 -inf -inf inf
1.59 -inf -inf inf
1.6 -inf -inf inf
1.61 -inf -inf inf
1.62 -inf -inf inf
1.63 -inf -inf inf
1.64 -inf -inf inf
1.65 -inf -inf inf
1.66 -inf -inf inf
1.67 -inf -inf inf
1.68 -inf -inf inf
1.69 -inf -inf inf
1.7 -inf -inf inf
1.71 -inf -inf inf
1.72 -inf -inf inf
1.73 -inf -inf inf
1.74 -inf -inf inf
1.75 -inf -inf inf
1.76 -inf -inf inf
1.77 -inf -inf inf
1.78 -inf -inf inf
1.79 -inf -inf inf
1.8 -inf -inf inf
1.81 -inf -inf inf
1.82 -inf -inf inf
1.83 -inf -inf inf
1.84 -inf -inf inf
1.85 -inf -inf inf
1.86 -inf -inf inf
1.87 -inf -inf inf
1.88 -inf -inf inf
1.89 -inf -inf inf
1.9 -inf -inf inf
1.91 -inf -inf inf
1.92 -inf -inf inf
1.93 -inf -inf inf
1.94 -inf -inf inf
1.95 -inf -inf inf
1.96 -inf -inf inf
1.97 -inf -inf inf
1.98 -inf -inf inf
1.99 -inf -inf inf
2 -inf -inf inf
2.01 -inf -inf inf
2.02 -inf -inf inf
2.03 -inf -inf inf
2.04 -inf -inf inf
2.05 -inf -inf inf
2.06 -inf -inf inf
2.07 -inf -inf inf
2.08 -inf -inf inf
2.09 -inf -inf inf
2.1 -inf -inf inf
2.11 -inf -inf inf
2.12 -inf -inf inf
2.13 -inf -inf inf
2.14 -inf -inf inf
2.15 -inf -inf inf
2.16 -inf -inf inf
2.17 -inf -inf inf
2.18 -inf -inf inf
2.19 -inf -inf inf
2.2 -inf -inf inf
2.21 -inf -inf inf
2.22 -inf -inf inf
2.23 -inf -inf inf
2.24 -inf -inf inf
2.25 -inf -inf inf
2.26 -inf -inf inf
2.27 -inf -inf inf
2.28 -inf -inf inf
2.29 -inf -inf inf
2.3 -inf -inf inf
2.31 -inf -inf inf
2.32 -inf -inf inf
2.33 -inf -inf inf
2.34 -inf -inf inf
2.35 -inf -inf inf
2.36 -inf -inf inf
2.37 -inf -inf inf
2.38 -inf -inf inf
2.39 -inf -inf inf
2.4 -inf -inf inf
2.41 -inf -inf inf
2.42 -inf -inf inf
2.43 -inf -inf inf
2.44 -inf -inf inf
2.45 -inf -inf inf
2.46 -inf -inf inf
2.47 -inf -inf inf
2.48 -inf -inf inf
2.49 -inf -inf inf
2.5 -inf -inf inf
2.51 -inf -inf inf
2.52 -inf -inf inf
2.53 -inf -inf inf
2.54 -inf -inf inf
2.55 -inf -inf inf
2.56 -inf -inf inf
2.57 -inf -inf inf
2.58 -inf -inf inf
2.59 -inf -inf inf
2.6 -inf -inf inf
2.61 -inf -inf inf
2.62 -inf -inf inf
2.63 -inf -inf inf
2.64 -inf -inf inf
2.65 -inf -inf inf
2.66 -inf -inf inf
2.67 -inf -inf inf
2.68 -inf -inf inf
2.69 -inf -inf inf
2.7 -inf -inf inf
2.71 -inf -inf inf
2.72 -inf -inf inf
2.73 -inf -inf inf
2.74 -inf -inf inf
2.75 -inf -inf inf
2.76 -inf -inf inf
2.77 -inf -inf inf
2.78 -inf -inf inf
2.79 -inf -inf inf
2.8 -inf -inf inf
2.81 -inf -inf inf
2.82 -inf -inf inf
2.83 -inf -inf inf
2.84 -inf -inf inf
2.85 -inf -inf inf
2.86 -inf -inf inf
2.87 -inf -inf inf
2.88 -inf -inf inf
2.89 -inf -inf inf
2.9 -inf -inf inf
2.91 -inf -inf inf
2.92 -inf -inf inf
2.93 -inf -inf inf
2.94 -inf -inf inf
2.95 -inf -inf inf
2.96 -inf -inf inf
2.97 -inf -inf inf
2.98 -inf -inf inf
2.99 -inf -inf inf
3 -inf -inf inf
3.01 -inf -inf inf
3.02 -inf -inf inf
3.03 -inf -inf inf
3.04 -inf -inf inf
3.05 -inf -inf inf
3.06 -inf -inf inf
3.07 -inf -inf inf
3.08 -inf -inf inf
3.09 -inf -inf inf
3.1 -inf -inf inf
3.11 -inf -inf inf
3.12 -inf -inf inf
3.13 -inf -inf inf
3.14 -inf -inf inf
3.15 -inf -inf inf
3.16 -inf -inf inf
3.17 -inf -inf inf
3.18 -inf -inf inf
3.19 -inf -inf inf
3.2 -inf -inf inf
3.21 -inf -inf inf
3.22 -inf -inf inf
3.23 -inf -inf inf
3.24 -inf -inf inf
3.25 -inf -inf inf
3.26 -inf -inf inf
3.27 -inf -inf inf
3.28 -inf -inf inf
3.29 -inf -inf inf
3.3 -inf -inf inf
3.31 -inf -inf inf
3.32 -inf -inf inf
3.33 -inf -inf inf
3.34 -inf -inf inf
3.35 -inf -inf inf
3.36 -inf -inf inf
3.37 -inf -inf inf
3.38 -inf -inf inf
3.39 -inf -inf inf
3.4 -inf -inf inf
3.41 -inf -inf inf
3.42 -inf -inf inf
3.43 -inf -inf inf
3.44 -inf -inf inf
3.45 -inf -inf inf
3.46 -inf -inf inf
3.47 -inf -inf inf
3.48 -inf -inf inf
3.49 -inf -inf inf
3.5 -inf -inf inf
3.51 -inf -inf inf
3.52 -inf -inf inf
3.53 -inf -inf inf
3.54 -inf -inf inf
3.55 -inf -inf inf
3.56 -inf -inf inf
3.57 -inf -inf inf
3.58 -inf -inf inf
3.59 -inf -inf inf
3.6 -inf -inf inf
3.61 -inf -inf inf
3.62 -inf -inf inf
3.63 -inf -inf inf
3.64 -inf -inf inf
3.65 -inf -inf inf
3.66 -inf -inf inf
3.67 -inf -inf inf
3.68 -inf -inf inf
3.69 -inf -inf inf
3.7 -inf -inf inf
3.71 -inf -inf inf
3.72 -inf -inf inf
3.73 -inf -inf inf
3.74 -inf -inf inf
3.75 -inf -inf inf
3.76 -inf -inf inf
3.77 -inf -inf inf
3.78 -inf -inf inf
3.79 -inf -inf inf
3.8 -inf -inf inf
3.81 -inf -inf inf
3.82 -inf -inf inf
3.83 -inf -inf inf
3.84 -inf -inf inf
3.85 -inf -inf inf
3.86 -inf -inf inf
3.87 -inf -inf inf
3.88 -inf -inf inf
3.89 -inf -inf inf
3.9 -inf -inf inf
3.91 -inf -inf inf
3.92 -inf -inf inf
3.93 -inf -inf inf
3.94 -inf -inf inf
3.95 -inf -inf inf
3.96 -inf -inf inf
3.97 -inf -inf inf
3.98 -inf -inf inf
3.99 -inf -inf inf
4 -inf -inf inf
4.01 -inf -inf inf
4.02 -inf -inf inf
4.03 -inf -inf inf
4.04 -inf -inf inf
4.05 -inf -inf inf
4.06 -inf -inf inf
4.07 -inf -inf inf
4.08 -inf -inf inf
4.09 -inf -inf inf
4.1 -inf -inf inf
4.11 -inf -inf inf
4.12 -inf -inf inf
4.13 -inf -inf inf
4.14 -inf -inf inf
4.15 -inf -inf inf
4.16 -inf -inf inf
4.17 -inf -inf inf
4.18 -inf -inf inf
4.19 -inf -inf inf
4.2 -inf -inf inf
4.21 -inf -inf inf
4.22 -inf -inf inf
4.23 -inf -inf inf
4.24 -inf -inf inf
4.25 -inf -inf inf
4.26 -inf -inf inf
4.27 -inf -inf inf
4.28 -inf -inf inf
4.29 -inf -inf inf
4.3 -inf -inf inf
4.31 -inf -inf inf
4.32 -inf -inf inf
4.33 -inf -inf inf
4.34 -inf -inf inf
4.35 -inf -inf inf
4.36 -inf -inf inf
4.37 -inf -inf inf
4.38 -inf -inf inf
4.39 -inf -inf inf
4.4 -inf -inf inf
4.41 -inf -inf inf
4.42 -inf -inf inf
4.43 -inf -inf inf
4.44 -inf -inf inf
4.45 -inf -inf inf
4.46 -inf -inf inf
4.47 -inf -inf inf
4.48 -inf -inf inf
4.49 -inf -inf inf
4.5 -inf -inf inf
4.51 -inf -inf inf
4.52 -inf -inf inf
4.53 -inf -inf inf
4.54 -inf -inf inf
4.55 -inf -inf inf
4.56 -inf -inf inf
4.57 -inf -inf inf
4.58 -inf -inf inf
4.59 -inf -inf inf
4.6 -inf -inf inf
4.61 -inf -inf inf
4.62 -inf -inf inf
4.63 -inf -inf inf
4.64 -inf -inf inf
